image_path,memorability_score
lamem_final/00003861.jpg,0.815789
lamem_final/00003988.jpg,0.600000
lamem_final/00003997.jpg,0.485714
lamem_final/00004025.jpg,0.848485
lamem_final/00004032.jpg,0.804878
lamem_final/00004249.jpg,0.865385
lamem_final/00004379.jpg,0.770833
lamem_final/00004399.jpg,0.536585
lamem_final/00004413.jpg,0.750000
lamem_final/00004498.jpg,0.948718
lamem_final/00004545.jpg,0.878788
lamem_final/00004604.jpg,0.555556
lamem_final/00004624.jpg,0.702703
lamem_final/00004635.jpg,0.833333
lamem_final/00004756.jpg,0.600000
lamem_final/00004775.jpg,0.888889
lamem_final/00004868.jpg,0.911765
lamem_final/00004895.jpg,0.774194
lamem_final/00005176.jpg,0.913043
lamem_final/00005221.jpg,0.842105
lamem_final/00005241.jpg,0.948718
lamem_final/00005297.jpg,0.651163
lamem_final/00005302.jpg,0.921053
lamem_final/00005412.jpg,0.452381
lamem_final/00005490.jpg,0.804878
lamem_final/00005495.jpg,0.578947
lamem_final/00005548.jpg,0.950000
lamem_final/00005583.jpg,0.578947
lamem_final/00005606.jpg,0.850000
lamem_final/00005629.jpg,0.645833
lamem_final/00005735.jpg,0.725000
lamem_final/00005872.jpg,0.647059
lamem_final/00005886.jpg,0.880000
lamem_final/00005897.jpg,0.848485
lamem_final/00005920.jpg,0.487805
lamem_final/00006003.jpg,0.630435
lamem_final/00006021.jpg,0.891304
lamem_final/00006059.jpg,0.714286
lamem_final/00006069.jpg,0.625000
lamem_final/00006071.jpg,0.804878
lamem_final/00006135.jpg,0.714286
lamem_final/00006136.jpg,0.642857
lamem_final/00006214.jpg,0.844444
lamem_final/00006229.jpg,0.918919
lamem_final/00006280.jpg,0.800000
lamem_final/00006487.jpg,0.700000
lamem_final/00006503.jpg,0.472222
lamem_final/00006508.jpg,0.731707
lamem_final/00006648.jpg,0.404762
lamem_final/00006694.jpg,0.733333
lamem_final/00006799.jpg,0.627907
lamem_final/00006837.jpg,0.651163
lamem_final/00006925.jpg,0.829268
lamem_final/00006991.jpg,0.769231
lamem_final/00007071.jpg,0.727273
lamem_final/00007095.jpg,0.863636
lamem_final/00007133.jpg,0.823529
lamem_final/00007141.jpg,0.977273
lamem_final/00007161.jpg,0.361111
lamem_final/00007243.jpg,0.743590
lamem_final/00007331.jpg,0.906977
lamem_final/00007400.jpg,0.923077
lamem_final/00007461.jpg,0.588235
lamem_final/00007506.jpg,0.704545
lamem_final/00007520.jpg,0.700000
lamem_final/00007648.jpg,0.838710
lamem_final/00007668.jpg,0.666667
lamem_final/00007695.jpg,0.707317
lamem_final/00007893.jpg,0.725000
lamem_final/00007924.jpg,0.880952
lamem_final/00008076.jpg,0.769231
lamem_final/00008121.jpg,0.564103
lamem_final/00008142.jpg,0.853659
lamem_final/00008241.jpg,0.805556
lamem_final/00008263.jpg,0.866667
lamem_final/00008282.jpg,0.755556
lamem_final/00008303.jpg,0.627907
lamem_final/00008453.jpg,0.594595
lamem_final/00008454.jpg,0.815789
lamem_final/00008497.jpg,0.714286
lamem_final/00008626.jpg,0.804348
lamem_final/00008642.jpg,0.769231
lamem_final/00008644.jpg,0.891304
lamem_final/00008745.jpg,0.804348
lamem_final/00008764.jpg,0.941176
lamem_final/00008781.jpg,0.914286
lamem_final/00008896.jpg,0.681818
lamem_final/00008926.jpg,0.744186
lamem_final/00008950.jpg,0.804878
lamem_final/00008951.jpg,0.842105
lamem_final/00008968.jpg,0.785714
lamem_final/00009003.jpg,0.813953
lamem_final/00009079.jpg,0.666667
lamem_final/00009354.jpg,0.433333
lamem_final/00009400.jpg,0.358974
lamem_final/00009467.jpg,0.823529
lamem_final/00009479.jpg,0.785714
lamem_final/00009490.jpg,0.625000
lamem_final/00009503.jpg,0.761905
lamem_final/00009506.jpg,0.972973
lamem_final/00009514.jpg,0.577778
lamem_final/00009624.jpg,0.812500
lamem_final/00009697.jpg,0.951220
lamem_final/00009873.jpg,0.722222
lamem_final/00009907.jpg,0.941176
lamem_final/00009918.jpg,0.925000
lamem_final/00009929.jpg,0.795455
lamem_final/00009954.jpg,0.627907
lamem_final/00010082.jpg,0.434783
lamem_final/00010188.jpg,0.951220
lamem_final/00010216.jpg,0.647059
lamem_final/00010234.jpg,0.833333
lamem_final/00010273.jpg,0.720930
lamem_final/00010315.jpg,0.909091
lamem_final/00010413.jpg,0.414634
lamem_final/00010416.jpg,0.894737
lamem_final/00010418.jpg,0.888889
lamem_final/00010443.jpg,0.804348
lamem_final/00010541.jpg,0.739130
lamem_final/00010554.jpg,0.617647
lamem_final/00010580.jpg,0.916667
lamem_final/00010616.jpg,0.918367
lamem_final/00010628.jpg,0.916667
lamem_final/00010629.jpg,0.875000
lamem_final/00010670.jpg,0.904762
lamem_final/00010694.jpg,0.682927
lamem_final/00010733.jpg,0.837209
lamem_final/00010767.jpg,0.800000
lamem_final/00010847.jpg,0.931034
lamem_final/00010871.jpg,0.833333
lamem_final/00010992.jpg,0.823529
lamem_final/00011134.jpg,0.717391
lamem_final/00011136.jpg,0.903226
lamem_final/00011204.jpg,0.520833
lamem_final/00011226.jpg,0.700000
lamem_final/00011282.jpg,0.761905
lamem_final/00011334.jpg,0.684211
lamem_final/00011342.jpg,0.702703
lamem_final/00011385.jpg,0.681818
lamem_final/00011394.jpg,0.782609
lamem_final/00011442.jpg,0.458333
lamem_final/00011529.jpg,0.454545
lamem_final/00011571.jpg,0.454545
lamem_final/00011575.jpg,0.800000
lamem_final/00011610.jpg,0.800000
lamem_final/00011631.jpg,0.800000
lamem_final/00011639.jpg,0.652174
lamem_final/00011672.jpg,0.787234
lamem_final/00011687.jpg,0.545455
lamem_final/00011713.jpg,0.844444
lamem_final/00011803.jpg,0.833333
lamem_final/00011938.jpg,0.529412
lamem_final/00012208.jpg,0.833333
lamem_final/00012412.jpg,0.619048
lamem_final/00012488.jpg,0.761905
lamem_final/00012546.jpg,0.843750
lamem_final/00012622.jpg,0.820513
lamem_final/00012630.jpg,0.750000
lamem_final/00012631.jpg,0.463415
lamem_final/00012642.jpg,0.609756
lamem_final/00012778.jpg,0.780000
lamem_final/00012922.jpg,0.951220
lamem_final/00012955.jpg,0.897436
lamem_final/00013022.jpg,0.911111
lamem_final/00013083.jpg,0.650000
lamem_final/00013164.jpg,0.894737
lamem_final/00013196.jpg,0.875000
lamem_final/00013219.jpg,0.760870
lamem_final/00013270.jpg,0.742857
lamem_final/00013277.jpg,0.734694
lamem_final/00013386.jpg,0.490566
lamem_final/00013517.jpg,0.702703
lamem_final/00013529.jpg,0.564103
lamem_final/00013562.jpg,0.822222
lamem_final/00013590.jpg,0.756757
lamem_final/00013768.jpg,0.777778
lamem_final/00013770.jpg,0.666667
lamem_final/00013781.jpg,0.619048
lamem_final/00013795.jpg,0.705882
lamem_final/00013807.jpg,0.772727
lamem_final/00013822.jpg,0.904762
lamem_final/00014008.jpg,0.894737
lamem_final/00014011.jpg,0.657895
lamem_final/00014089.jpg,0.550000
lamem_final/00014113.jpg,0.809524
lamem_final/00014125.jpg,0.500000
lamem_final/00014250.jpg,0.687500
lamem_final/00014276.jpg,0.950000
lamem_final/00014300.jpg,0.720930
lamem_final/00014349.jpg,0.444444
lamem_final/00014359.jpg,0.600000
lamem_final/00014559.jpg,0.750000
lamem_final/00014636.jpg,0.950000
lamem_final/00014674.jpg,0.866667
lamem_final/00014711.jpg,0.787879
lamem_final/00014718.jpg,0.444444
lamem_final/00014985.jpg,0.673913
lamem_final/00015007.jpg,0.551020
lamem_final/00015091.jpg,0.628571
lamem_final/00015382.jpg,0.916667
lamem_final/00015423.jpg,0.782609
lamem_final/00015442.jpg,0.566667
lamem_final/00015604.jpg,0.829268
lamem_final/00015633.jpg,0.630435
lamem_final/00015638.jpg,0.828571
lamem_final/00015689.jpg,0.852941
lamem_final/00015693.jpg,0.875000
lamem_final/00015800.jpg,0.794118
lamem_final/00015923.jpg,0.694444
lamem_final/00015946.jpg,0.707317
lamem_final/00015974.jpg,0.666667
lamem_final/00016038.jpg,0.718750
lamem_final/00016111.jpg,0.869565
lamem_final/00016143.jpg,0.775000
lamem_final/00016172.jpg,0.717949
lamem_final/00016258.jpg,0.500000
lamem_final/00016277.jpg,0.902439
lamem_final/00016375.jpg,0.888889
lamem_final/00016384.jpg,0.695652
lamem_final/00016509.jpg,0.810811
lamem_final/00016667.jpg,0.974359
lamem_final/00016876.jpg,0.829787
lamem_final/00017047.jpg,0.648649
lamem_final/00017373.jpg,0.725000
lamem_final/00017374.jpg,0.869565
lamem_final/00017392.jpg,0.588235
lamem_final/00017471.jpg,0.736842
lamem_final/00017528.jpg,0.837838
lamem_final/00017629.jpg,0.512821
lamem_final/00017634.jpg,0.818182
lamem_final/00017635.jpg,0.577778
lamem_final/00017805.jpg,0.619048
lamem_final/00017879.jpg,0.794118
lamem_final/00017892.jpg,0.744681
lamem_final/00017908.jpg,0.767442
lamem_final/00018036.jpg,0.860465
lamem_final/00018050.jpg,0.707317
lamem_final/00018070.jpg,0.846154
lamem_final/00018107.jpg,0.729730
lamem_final/00018260.jpg,0.710526
lamem_final/00018273.jpg,0.875000
lamem_final/00018287.jpg,0.650000
lamem_final/00018353.jpg,0.605263
lamem_final/00018396.jpg,0.794872
lamem_final/00018433.jpg,0.676471
lamem_final/00018452.jpg,0.868421
lamem_final/00018468.jpg,0.750000
lamem_final/00018650.jpg,0.931818
lamem_final/00018654.jpg,0.848485
lamem_final/00018673.jpg,0.685714
lamem_final/00018755.jpg,0.612903
lamem_final/00018810.jpg,0.648649
lamem_final/00018830.jpg,0.805556
lamem_final/00018833.jpg,0.885714
lamem_final/00018835.jpg,0.682927
lamem_final/00018846.jpg,0.760870
lamem_final/00018879.jpg,0.625000
lamem_final/00019001.jpg,0.863636
lamem_final/00019003.jpg,0.904762
lamem_final/00019108.jpg,0.742857
lamem_final/00019221.jpg,0.864865
lamem_final/00019372.jpg,0.904762
lamem_final/00019389.jpg,0.809524
lamem_final/00019414.jpg,0.622222
lamem_final/00019438.jpg,0.527778
lamem_final/00019444.jpg,0.904762
lamem_final/00019496.jpg,0.950000
lamem_final/00019731.jpg,0.827586
lamem_final/00019770.jpg,0.978723
lamem_final/00019825.jpg,0.813953
lamem_final/00019901.jpg,0.743590
lamem_final/00019907.jpg,0.800000
lamem_final/00019958.jpg,0.804348
lamem_final/00020044.jpg,0.891892
lamem_final/00020047.jpg,0.906977
lamem_final/00020050.jpg,0.735294
lamem_final/00020066.jpg,0.921569
lamem_final/00020078.jpg,0.711111
lamem_final/00020083.jpg,0.774194
lamem_final/00020125.jpg,0.787879
lamem_final/00020224.jpg,0.744681
lamem_final/00020294.jpg,0.894737
lamem_final/00020328.jpg,0.931818
lamem_final/00020412.jpg,0.823529
lamem_final/00020453.jpg,0.925000
lamem_final/00020476.jpg,0.826087
lamem_final/00020496.jpg,0.923077
lamem_final/00020518.jpg,0.647059
lamem_final/00020606.jpg,0.625000
lamem_final/00020703.jpg,0.666667
lamem_final/00020763.jpg,0.897436
lamem_final/00020790.jpg,0.871795
lamem_final/00020862.jpg,0.564103
lamem_final/00020913.jpg,0.878049
lamem_final/00020930.jpg,0.843750
lamem_final/00021037.jpg,0.837209
lamem_final/00021132.jpg,0.650000
lamem_final/00021142.jpg,0.891892
lamem_final/00021349.jpg,0.761905
lamem_final/00021372.jpg,0.636364
lamem_final/00021410.jpg,0.650000
lamem_final/00021422.jpg,0.842105
lamem_final/00021450.jpg,0.714286
lamem_final/00021479.jpg,0.783784
lamem_final/00021583.jpg,0.714286
lamem_final/00021599.jpg,0.739130
lamem_final/00021619.jpg,0.829268
lamem_final/00021654.jpg,0.684211
lamem_final/00021739.jpg,0.777778
lamem_final/00021824.jpg,0.815789
lamem_final/00021829.jpg,0.688889
lamem_final/00021873.jpg,0.820513
lamem_final/00021931.jpg,0.736842
lamem_final/00022050.jpg,0.891892
lamem_final/00022059.jpg,0.697674
lamem_final/00022066.jpg,0.794872
lamem_final/00022083.jpg,0.808511
lamem_final/00022093.jpg,0.750000
lamem_final/00022130.jpg,0.651163
lamem_final/00022249.jpg,0.833333
lamem_final/00022303.jpg,0.875000
lamem_final/00022307.jpg,0.725000
lamem_final/00022362.jpg,0.710526
lamem_final/00022410.jpg,0.904762
lamem_final/00022412.jpg,0.761905
lamem_final/00022603.jpg,0.756098
lamem_final/00022634.jpg,0.916667
lamem_final/00022751.jpg,0.843137
lamem_final/00022781.jpg,0.656250
lamem_final/00022787.jpg,0.810811
lamem_final/00022817.jpg,0.729730
lamem_final/00022913.jpg,0.875000
lamem_final/00023004.jpg,0.780488
lamem_final/00023011.jpg,0.857143
lamem_final/00023029.jpg,0.820513
lamem_final/00023042.jpg,0.866667
lamem_final/00023144.jpg,0.921053
lamem_final/00023258.jpg,0.761905
lamem_final/00023296.jpg,0.634146
lamem_final/00023321.jpg,0.785714
lamem_final/00023383.jpg,0.688889
lamem_final/00023544.jpg,0.870968
lamem_final/00023613.jpg,0.948718
lamem_final/00023748.jpg,0.738095
lamem_final/00023760.jpg,0.815789
lamem_final/00023774.jpg,0.897436
lamem_final/00023892.jpg,0.575000
lamem_final/00023956.jpg,0.860465
lamem_final/00023999.jpg,0.846154
lamem_final/00024036.jpg,0.897436
lamem_final/00024109.jpg,0.916667
lamem_final/00024125.jpg,0.742857
lamem_final/00024135.jpg,0.806452
lamem_final/00024193.jpg,0.659091
lamem_final/00024270.jpg,0.666667
lamem_final/00024283.jpg,0.805556
lamem_final/00024362.jpg,0.871795
lamem_final/00024540.jpg,0.794872
lamem_final/00024550.jpg,0.763158
lamem_final/00024559.jpg,0.750000
lamem_final/00024599.jpg,0.707317
lamem_final/00024606.jpg,0.650000
lamem_final/00024675.jpg,0.882353
lamem_final/00024693.jpg,0.717949
lamem_final/00024752.jpg,0.860465
lamem_final/00024906.jpg,0.739130
lamem_final/00024924.jpg,0.675676
lamem_final/00024962.jpg,0.800000
lamem_final/00024992.jpg,0.869565
lamem_final/00025001.jpg,0.657143
lamem_final/00025015.jpg,0.808511
lamem_final/00025097.jpg,1.000000
lamem_final/00025119.jpg,0.860000
lamem_final/00025178.jpg,0.810811
lamem_final/00025187.jpg,0.678571
lamem_final/00025210.jpg,0.833333
lamem_final/00025234.jpg,0.848485
lamem_final/00025245.jpg,0.833333
lamem_final/00025298.jpg,0.809524
lamem_final/00025373.jpg,0.906977
lamem_final/00025410.jpg,0.645833
lamem_final/00025423.jpg,0.558140
lamem_final/00025484.jpg,0.945946
lamem_final/00025614.jpg,0.785714
lamem_final/00025668.jpg,0.875000
lamem_final/00025802.jpg,0.840909
lamem_final/00025864.jpg,0.944444
lamem_final/00025895.jpg,0.794118
lamem_final/00025981.jpg,0.842105
lamem_final/00026088.jpg,0.659574
lamem_final/00026259.jpg,0.951220
lamem_final/00026308.jpg,0.738095
lamem_final/00026362.jpg,0.888889
lamem_final/00026532.jpg,0.688889
lamem_final/00026592.jpg,0.977778
lamem_final/00026644.jpg,0.638298
lamem_final/00026668.jpg,0.882353
lamem_final/00026720.jpg,0.875000
lamem_final/00026746.jpg,0.484848
lamem_final/00026774.jpg,0.727273
lamem_final/00027134.jpg,0.742857
lamem_final/00027241.jpg,0.883721
lamem_final/00027250.jpg,0.452381
lamem_final/00027358.jpg,0.750000
lamem_final/00027365.jpg,0.894737
lamem_final/00027399.jpg,0.711111
lamem_final/00027456.jpg,0.555556
lamem_final/00027504.jpg,0.850000
lamem_final/00027562.jpg,0.775000
lamem_final/00027612.jpg,0.710526
lamem_final/00027768.jpg,0.558824
lamem_final/00027799.jpg,0.666667
lamem_final/00027804.jpg,0.818182
lamem_final/00027992.jpg,0.681818
lamem_final/00028027.jpg,0.648649
lamem_final/00028189.jpg,0.844444
lamem_final/00028213.jpg,0.906977
lamem_final/00028223.jpg,0.833333
lamem_final/00028234.jpg,0.780488
lamem_final/00028579.jpg,0.833333
lamem_final/00028601.jpg,0.478261
lamem_final/00028614.jpg,0.717949
lamem_final/00028691.jpg,0.476190
lamem_final/00028720.jpg,0.692308
lamem_final/00028735.jpg,0.857143
lamem_final/00028868.jpg,0.878049
lamem_final/00028906.jpg,0.550000
lamem_final/00028934.jpg,0.735294
lamem_final/00028949.jpg,0.871795
lamem_final/00028966.jpg,0.833333
lamem_final/00029003.jpg,0.658537
lamem_final/00029004.jpg,0.886364
lamem_final/00029024.jpg,0.833333
lamem_final/00029041.jpg,0.489362
lamem_final/00029074.jpg,0.714286
lamem_final/00029113.jpg,0.894737
lamem_final/00029118.jpg,0.852941
lamem_final/00029184.jpg,0.794118
lamem_final/00029277.jpg,0.636364
lamem_final/00029329.jpg,0.736842
lamem_final/00029333.jpg,0.842105
lamem_final/00029354.jpg,0.800000
lamem_final/00029420.jpg,0.742857
lamem_final/00029422.jpg,0.810811
lamem_final/00029557.jpg,0.675676
lamem_final/00029583.jpg,0.918919
lamem_final/00029604.jpg,0.727273
lamem_final/00029697.jpg,0.588235
lamem_final/00029714.jpg,0.860465
lamem_final/00029772.jpg,0.500000
lamem_final/00029913.jpg,0.684211
lamem_final/00029974.jpg,0.785714
lamem_final/00029979.jpg,0.750000
lamem_final/00030019.jpg,0.707317
lamem_final/00030167.jpg,0.837209
lamem_final/00030299.jpg,0.557692
lamem_final/00030352.jpg,0.976744
lamem_final/00030383.jpg,0.634146
lamem_final/00030388.jpg,1.000000
lamem_final/00030417.jpg,0.911765
lamem_final/00030447.jpg,0.794872
lamem_final/00030488.jpg,0.846154
lamem_final/00030537.jpg,0.789474
lamem_final/00030585.jpg,0.828571
lamem_final/00030707.jpg,0.457143
lamem_final/00031024.jpg,0.933333
lamem_final/00031083.jpg,0.636364
lamem_final/00031171.jpg,0.829268
lamem_final/00031190.jpg,0.916667
lamem_final/00031322.jpg,0.900000
lamem_final/00031331.jpg,0.641026
lamem_final/00031347.jpg,0.625000
lamem_final/00031352.jpg,0.511111
lamem_final/00031395.jpg,0.863636
lamem_final/00031556.jpg,0.795455
lamem_final/00031559.jpg,0.575000
lamem_final/00031581.jpg,0.808511
lamem_final/00031608.jpg,0.947368
lamem_final/00031799.jpg,0.800000
lamem_final/00031893.jpg,0.636364
lamem_final/00032025.jpg,0.677419
lamem_final/00032059.jpg,0.600000
lamem_final/00032077.jpg,0.800000
lamem_final/00032130.jpg,0.928571
lamem_final/00032143.jpg,0.941176
lamem_final/00032153.jpg,0.692308
lamem_final/00032246.jpg,0.815789
lamem_final/00032282.jpg,0.571429
lamem_final/00032552.jpg,0.785714
lamem_final/00032629.jpg,0.777778
lamem_final/00032801.jpg,0.871795
lamem_final/00032858.jpg,0.722222
lamem_final/00032942.jpg,0.870968
lamem_final/00033064.jpg,0.325581
lamem_final/00033077.jpg,1.000000
lamem_final/00033156.jpg,0.789474
lamem_final/00033186.jpg,0.916667
lamem_final/00033220.jpg,0.868421
lamem_final/00033467.jpg,0.902439
lamem_final/00033471.jpg,0.973684
lamem_final/00033511.jpg,0.729167
lamem_final/00033672.jpg,0.842105
lamem_final/00033684.jpg,0.853659
lamem_final/00033706.jpg,0.731707
lamem_final/00033719.jpg,0.710526
lamem_final/00033814.jpg,0.627907
lamem_final/00033873.jpg,0.872340
lamem_final/00034022.jpg,0.609756
lamem_final/00034054.jpg,0.800000
lamem_final/00034105.jpg,0.658537
lamem_final/00034107.jpg,0.600000
lamem_final/00034193.jpg,0.476190
lamem_final/00034236.jpg,0.727273
lamem_final/00034259.jpg,0.558824
lamem_final/00034285.jpg,0.833333
lamem_final/00034345.jpg,0.650000
lamem_final/00034432.jpg,0.685714
lamem_final/00034463.jpg,0.774194
lamem_final/00034504.jpg,0.909091
lamem_final/00034509.jpg,0.558824
lamem_final/00034535.jpg,0.816327
lamem_final/00034547.jpg,0.488889
lamem_final/00034563.jpg,0.550000
lamem_final/00034618.jpg,0.594595
lamem_final/00034740.jpg,0.657895
lamem_final/00034742.jpg,0.783784
lamem_final/00034744.jpg,0.770833
lamem_final/00034798.jpg,0.829787
lamem_final/00034868.jpg,0.621622
lamem_final/00034887.jpg,0.744681
lamem_final/00034928.jpg,0.627907
lamem_final/00034944.jpg,0.677419
lamem_final/00034957.jpg,0.441176
lamem_final/00035041.jpg,0.767442
lamem_final/00035176.jpg,0.461538
lamem_final/00035207.jpg,0.744681
lamem_final/00035229.jpg,0.780488
lamem_final/00035321.jpg,0.852941
lamem_final/00035364.jpg,0.395349
lamem_final/00035452.jpg,0.756757
lamem_final/00035481.jpg,0.526316
lamem_final/00035512.jpg,0.707317
lamem_final/00035559.jpg,0.693878
lamem_final/00035649.jpg,0.666667
lamem_final/00035710.jpg,0.457143
lamem_final/00035753.jpg,0.522727
lamem_final/00035757.jpg,0.650000
lamem_final/00035771.jpg,0.583333
lamem_final/00035913.jpg,0.822222
lamem_final/00035918.jpg,0.604167
lamem_final/00036001.jpg,0.619048
lamem_final/00036093.jpg,0.742857
lamem_final/00036204.jpg,0.485714
lamem_final/00036419.jpg,0.675000
lamem_final/00036463.jpg,0.428571
lamem_final/00036477.jpg,0.666667
lamem_final/00036484.jpg,0.840909
lamem_final/00036490.jpg,0.675676
lamem_final/00036503.jpg,0.818182
lamem_final/00036684.jpg,0.628571
lamem_final/00036686.jpg,0.500000
lamem_final/00036758.jpg,0.620690
lamem_final/00036871.jpg,0.638889
lamem_final/00036888.jpg,0.853659
lamem_final/00036981.jpg,0.720930
lamem_final/00036982.jpg,0.825000
lamem_final/00036983.jpg,0.585366
lamem_final/00037008.jpg,0.609756
lamem_final/00037066.jpg,0.900000
lamem_final/00037071.jpg,0.622222
lamem_final/00037073.jpg,0.757576
lamem_final/00037155.jpg,0.868421
lamem_final/00037156.jpg,0.685714
lamem_final/00037177.jpg,0.837838
lamem_final/00037359.jpg,0.600000
lamem_final/00037453.jpg,0.736842
lamem_final/00037462.jpg,0.638889
lamem_final/00037549.jpg,0.581395
lamem_final/00037583.jpg,0.744681
lamem_final/00037594.jpg,0.825000
lamem_final/00037600.jpg,0.789474
lamem_final/00037620.jpg,0.833333
lamem_final/00037724.jpg,0.583333
lamem_final/00037746.jpg,0.750000
lamem_final/00037814.jpg,0.617021
lamem_final/00037860.jpg,0.642857
lamem_final/00037868.jpg,0.727273
lamem_final/00037910.jpg,0.525000
lamem_final/00037946.jpg,0.738095
lamem_final/00038061.jpg,0.837209
lamem_final/00038077.jpg,0.555556
lamem_final/00038080.jpg,0.581395
lamem_final/00038106.jpg,0.833333
lamem_final/00038114.jpg,0.744186
lamem_final/00038158.jpg,0.545455
lamem_final/00038318.jpg,0.500000
lamem_final/00038330.jpg,0.648649
lamem_final/00038469.jpg,0.600000
lamem_final/00038694.jpg,0.612245
lamem_final/00038759.jpg,0.837209
lamem_final/00038760.jpg,0.552632
lamem_final/00038799.jpg,0.866667
lamem_final/00038846.jpg,0.459459
lamem_final/00038850.jpg,0.785714
lamem_final/00038944.jpg,0.675676
lamem_final/00039141.jpg,0.846154
lamem_final/00039374.jpg,0.775510
lamem_final/00039429.jpg,0.866667
lamem_final/00039482.jpg,0.780488
lamem_final/00039502.jpg,0.957447
lamem_final/00039534.jpg,0.644444
lamem_final/00039550.jpg,0.625000
lamem_final/00039585.jpg,0.488372
lamem_final/00039615.jpg,0.681818
lamem_final/00039797.jpg,0.850000
lamem_final/00039895.jpg,0.904762
lamem_final/00040007.jpg,0.696970
lamem_final/00040026.jpg,0.725000
lamem_final/00040027.jpg,0.785714
lamem_final/00040100.jpg,0.750000
lamem_final/00040190.jpg,0.842105
lamem_final/00040208.jpg,0.697674
lamem_final/00040237.jpg,0.714286
lamem_final/00040304.jpg,0.708333
lamem_final/00040356.jpg,0.837838
lamem_final/00040367.jpg,0.619048
lamem_final/00040377.jpg,0.738095
lamem_final/00040442.jpg,0.692308
lamem_final/00040525.jpg,0.800000
lamem_final/00040552.jpg,0.911765
lamem_final/00040578.jpg,0.571429
lamem_final/00040579.jpg,0.868421
lamem_final/00040580.jpg,0.742857
lamem_final/00040582.jpg,0.750000
lamem_final/00040587.jpg,0.550000
lamem_final/00040638.jpg,0.659574
lamem_final/00040659.jpg,0.659091
lamem_final/00040686.jpg,0.782609
lamem_final/00040756.jpg,0.619048
lamem_final/00040810.jpg,0.800000
lamem_final/00040817.jpg,0.717949
lamem_final/00040838.jpg,0.621622
lamem_final/00040870.jpg,0.815789
lamem_final/00040877.jpg,0.744186
lamem_final/00040943.jpg,0.682927
lamem_final/00040951.jpg,0.810811
lamem_final/00040995.jpg,0.934783
lamem_final/00041037.jpg,0.925000
lamem_final/00041050.jpg,0.581395
lamem_final/00041103.jpg,0.700000
lamem_final/00041165.jpg,0.589744
lamem_final/00041254.jpg,0.826087
lamem_final/00041262.jpg,0.571429
lamem_final/00041282.jpg,0.738095
lamem_final/00041289.jpg,0.891892
lamem_final/00041290.jpg,0.821429
lamem_final/00041454.jpg,0.906977
lamem_final/00041493.jpg,0.648649
lamem_final/00041582.jpg,0.750000
lamem_final/00041741.jpg,0.791667
lamem_final/00041792.jpg,0.736842
lamem_final/00041832.jpg,0.606061
lamem_final/00041937.jpg,0.642857
lamem_final/00042084.jpg,0.767442
lamem_final/00042159.jpg,0.976744
lamem_final/00042290.jpg,0.702703
lamem_final/00042320.jpg,0.675000
lamem_final/00042383.jpg,0.581395
lamem_final/00042527.jpg,0.725000
lamem_final/00042608.jpg,0.842105
lamem_final/00042623.jpg,0.744186
lamem_final/00042639.jpg,0.545455
lamem_final/00042724.jpg,0.804348
lamem_final/00042762.jpg,0.894737
lamem_final/00042763.jpg,0.636364
lamem_final/00042988.jpg,0.708333
lamem_final/00043046.jpg,0.551020
lamem_final/00043081.jpg,0.840909
lamem_final/00043089.jpg,0.911111
